FIPS Code,County Name,State Name,Total Population,Median Age,Sex Ratio
30083,Richland County,Montana,11329,38.0,101.1
30085,Roosevelt County,Montana,10665,30.5,101.5
30087,Rosebud County,Montana,8236,36.7,99.0
30089,Sanders County,Montana,12936,54.6,106.3
30091,Sheridan County,Montana,3677,44.7,113.2
30093,Silver Bow County,Montana,35589,40.3,107.2
30095,Stillwater County,Montana,9052,47.4,100.8
30097,Sweet Grass County,Montana,3713,44.0,100.7
30099,Teton County,Montana,6291,43.0,96.6
30101,Toole County,Montana,5028,38.8,149.2
30103,Treasure County,Montana,761,53.4,117.4
30105,Valley County,Montana,7540,43.2,101.5
30107,Wheatland County,Montana,2049,47.3,88.8
30109,Wibaux County,Montana,1148,44.2,95.6
30111,Yellowstone County,Montana,167340,38.7,98.1
31001,Adams County,Nebraska,31034,38.8,98.2
31003,Antelope County,Nebraska,6302,42.7,102.4
31005,Arthur County,Nebraska,540,40.5,118.6
31007,Banner County,Nebraska,657,56.6,86.1
31009,Blaine County,Nebraska,385,56.8,102.6
31011,Boone County,Nebraska,5366,43.2,101.8
31013,Box Butte County,Nebraska,10754,40.7,104.4
31015,Boyd County,Nebraska,1704,54.9,111.4
31017,Brown County,Nebraska,2739,45.9,100.2
31019,Buffalo County,Nebraska,50323,34.6,101.2
31021,Burt County,Nebraska,6730,44.8,102.1
31023,Butler County,Nebraska,8413,42.7,100.4
31025,Cass County,Nebraska,26963,41.0,102.7
31027,Cedar County,Nebraska,8344,41.9,105.5
31029,Chase County,Nebraska,3639,41.8,92.2
31031,Cherry County,Nebraska,5468,43.5,106.7
31033,Cheyenne County,Nebraska,9478,42.0,99.5
31035,Clay County,Nebraska,6084,40.1,104.4
31037,Colfax County,Nebraska,10541,35.0,119.3
31039,Cuming County,Nebraska,8976,40.8,104.7
31041,Custer County,Nebraska,10544,42.3,102.8
31043,Dakota County,Nebraska,21331,32.1,99.9
31045,Dawes County,Nebraska,8212,35.2,92.1
31047,Dawson County,Nebraska,24020,35.8,108.2
31049,Deuel County,Nebraska,1865,50.7,98.4
31051,Dixon County,Nebraska,5561,42.1,106.5
31053,Dodge County,Nebraska,37146,38.9,101.7
31055,Douglas County,Nebraska,585461,35.5,98.6
31057,Dundy County,Nebraska,1811,45.6,101.7
31059,Fillmore County,Nebraska,5551,46.3,102.1
31061,Franklin County,Nebraska,2868,49.0,101.8
31063,Frontier County,Nebraska,2562,42.8,115.3
31065,Furnas County,Nebraska,4605,46.4,103.5
31067,Gage County,Nebraska,21646,42.8,102.4
31069,Garden County,Nebraska,1620,54.1,95.4
31071,Garfield County,Nebraska,1797,45.0,99.7
31073,Gosper County,Nebraska,1929,49.2,111.7
31075,Grant County,Nebraska,695,37.8,123.5
31077,Greeley County,Nebraska,2211,44.5,107.2
31079,Hall County,Nebraska,62431,36.0,103.9
31081,Hamilton County,Nebraska,9438,41.3,101.1
31083,Harlan County,Nebraska,3006,47.1,104.5
31085,Hayes County,Nebraska,854,48.7,95.0
31087,Hitchcock County,Nebraska,2601,44.7,107.9
31089,Holt County,Nebraska,10093,41.8,100.1
31091,Hooker County,Nebraska,613,44.8,103.0
31093,Howard County,Nebraska,6492,42.3,103.1
31095,Jefferson County,Nebraska,7155,44.7,93.2
31097,Johnson County,Nebraska,5263,40.1,153.6
31099,Kearney County,Nebraska,6697,40.3,100.4
31101,Keith County,Nebraska,8239,49.0,100.3
31103,Keya Paha County,Nebraska,939,49.0,99.4
31105,Kimball County,Nebraska,3348,48.5,105.5
31107,Knox County,Nebraska,8362,44.5,99.3
31109,Lancaster County,Nebraska,323673,34.3,101.4
31111,Lincoln County,Nebraska,34122,42.4,99.3
31113,Logan County,Nebraska,812,44.8,105.6
31115,Loup County,Nebraska,564,47.1,130.2
31117,McPherson County,Nebraska,463,46.6,124.8
31119,Madison County,Nebraska,35535,37.1,98.5
31121,Merrick County,Nebraska,7696,42.8,105.1
31123,Morrill County,Nebraska,4544,41.3,108.6
31125,Nance County,Nebraska,3342,43.6,100.1
31127,Nemaha County,Nebraska,7035,39.0,104.9
31129,Nuckolls County,Nebraska,4089,50.5,99.2
31131,Otoe County,Nebraska,16075,41.8,106.3
31133,Pawnee County,Nebraska,2539,47.1,96.4
31135,Perkins County,Nebraska,2835,41.0,106.5
31137,Phelps County,Nebraska,8983,40.7,103.2
31139,Pierce County,Nebraska,7312,39.7,103.0
31141,Platte County,Nebraska,34358,38.4,103.8
31143,Polk County,Nebraska,5209,43.7,100.0
31145,Red Willow County,Nebraska,10611,41.2,101.0
31147,Richardson County,Nebraska,7797,45.9,101.8
31149,Rock County,Nebraska,1335,45.2,98.1
31151,Saline County,Nebraska,14642,37.4,105.0
31153,Sarpy County,Nebraska,194051,35.5,101.7
31155,Saunders County,Nebraska,22761,40.4,105.5
31157,Scotts Bluff County,Nebraska,35937,39.8,93.8
31159,Seward County,Nebraska,17636,37.6,105.8
31161,Sheridan County,Nebraska,5058,46.6,101.0
31163,Sherman County,Nebraska,2974,47.9,104.1
31165,Sioux County,Nebraska,1197,41.5,98.8
31167,Stanton County,Nebraska,5835,42.0,101.7
31169,Thayer County,Nebraska,4938,46.2,98.3
31171,Thomas County,Nebraska,626,45.1,92.6
31173,Thurston County,Nebraska,6666,28.7,97.3
31175,Valley County,Nebraska,4094,45.4,101.2
31177,Washington County,Nebraska,20989,42.6,99.7
31179,Wayne County,Nebraska,9786,31.6,103.5
31181,Webster County,Nebraska,3385,44.6,104.9
31183,Wheeler County,Nebraska,785,59.9,100.8
31185,York County,Nebraska,14231,39.0,101.4
32001,Churchill County,Nevada,25614,39.8,107.3
32003,Clark County,Nevada,2293764,38.3,100.2
32005,Douglas County,Nevada,49624,54.2,101.9
32007,Elko County,Nevada,53852,35.4,109.0
32009,Esmeralda County,Nevada,962,55.8,126.4
32011,Eureka County,Nevada,1660,50.1,148.1
32013,Humboldt County,Nevada,17299,37.6,108.0
32015,Lander County,Nevada,5745,37.3,112.6
32017,Lincoln County,Nevada,4452,43.6,116.6
32019,Lyon County,Nevada,60630,42.9,108.2
32021,Mineral County,Nevada,4557,41.9,85.9
32023,Nye County,Nevada,53207,52.4,103.3
32027,Pershing County,Nevada,6505,40.9,177.6
32029,Storey County,Nevada,4139,56.8,114.7
32031,Washoe County,Nevada,491770,38.9,103.1
32033,White Pine County,Nevada,8856,41.7,132.7
32510,Carson City,Nevada,58364,42.1,107.8
33001,Belknap County,New Hampshire,64300,48.3,97.7
33003,Carroll County,New Hampshire,51259,54.2,102.1
33005,Cheshire County,New Hampshire,76945,43.5,97.0
33007,Coos County,New Hampshire,31386,49.9,112.4
33009,Grafton County,New Hampshire,91759,44.0,98.4
33011,Hillsborough County,New Hampshire,424732,41.0,100.5
33013,Merrimack County,New Hampshire,155018,42.6,99.3
33015,Rockingham County,New Hampshire,317163,44.8,99.0
33017,Strafford County,New Hampshire,131743,37.9,97.6
33019,Sullivan County,New Hampshire,43529,47.3,100.9
34001,Atlantic County,New Jersey,274704,42.2,94.9
34003,Bergen County,New Jersey,954717,42.1,96.0
34005,Burlington County,New Jersey,464226,41.7,97.5
34007,Camden County,New Jersey,524042,38.8,93.9
34009,Cape May County,New Jersey,95236,51.4,94.3
34011,Cumberland County,New Jersey,152915,37.6,104.2
34013,Essex County,New Jersey,854130,37.7,94.5
34015,Gloucester County,New Jersey,304504,40.1,96.0
34017,Hudson County,New Jersey,710478,35.8,99.7
34019,Hunterdon County,New Jersey,129448,46.2,97.3
34021,Mercer County,New Jersey,383286,39.2,97.8
34023,Middlesex County,New Jersey,861535,39.4,98.6
34025,Monmouth County,New Jersey,643615,43.2,96.2
34027,Morris County,New Jersey,510375,42.7,98.3
34029,Ocean County,New Jersey,646434,41.4,94.8
34031,Passaic County,New Jersey,518289,38.1,96.5
34033,Salem County,New Jersey,64973,41.9,96.4
34035,Somerset County,New Jersey,346203,41.9,97.1
34037,Sussex County,New Jersey,145117,44.1,100.9
34039,Union County,New Jersey,572549,39.1,97.3
34041,Warren County,New Jersey,110238,43.9,98.7
35001,Bernalillo County,New Mexico,674357,39.3,96.8
35003,Catron County,New Mexico,3685,62.6,106.1
35005,Chaves County,New Mexico,64446,36.9,101.5
35006,Cibola County,New Mexico,27059,38.4,99.6
35007,Colfax County,New Mexico,12336,49.1,104.9
35009,Curry County,New Mexico,47932,31.9,103.6
35011,De Baca County,New Mexico,1580,35.1,171.0
35013,Doña Ana County,New Mexico,221665,34.0,97.6
35015,Eddy County,New Mexico,61114,35.9,106.6
35017,Grant County,New Mexico,27856,49.0,101.9
35019,Guadalupe County,New Mexico,4379,41.6,139.2
35021,Harding County,New Mexico,748,43.1,95.3
35023,Hidalgo County,New Mexico,4097,42.3,95.0
35025,Lea County,New Mexico,73154,32.5,107.9
35027,Lincoln County,New Mexico,20227,52.7,95.7
35028,Los Alamos County,New Mexico,19374,41.1,106.5
35029,Luna County,New Mexico,25420,36.6,103.5
35031,McKinley County,New Mexico,71172,34.1,93.2
35033,Mora County,New Mexico,4176,58.5,81.4
35035,Otero County,New Mexico,68235,36.3,110.2
35037,Quay County,New Mexico,8616,48.1,95.1
35039,Rio Arriba County,New Mexico,40165,42.4,95.7
35041,Roosevelt County,New Mexico,19002,32.0,100.1
35043,Sandoval County,New Mexico,151538,41.1,97.9
35045,San Juan County,New Mexico,121178,38.0,97.7
35047,San Miguel County,New Mexico,27036,46.8,96.1
35049,Santa Fe County,New Mexico,155175,48.5,95.3
35051,Sierra County,New Mexico,11511,57.3,97.7
35053,Socorro County,New Mexico,16308,39.7,99.3
35055,Taos County,New Mexico,34516,51.9,96.2
35057,Torrance County,New Mexico,15290,42.5,102.3
35059,Union County,New Mexico,4039,40.3,117.4
35061,Valencia County,New Mexico,77382,39.0,99.3
36001,Albany County,New York,315374,38.3,94.5
36003,Allegany County,New York,47027,38.9,103.0
36005,Bronx County,New York,1419250,35.6,89.6
36007,Broome County,New York,197738,39.4,97.6
36009,Cattaraugus County,New York,76479,42.5,100.4
36011,Cayuga County,New York,75464,43.7,105.1
36013,Chautauqua County,New York,126329,42.7,98.5
36015,Chemung County,New York,82805,41.9,98.4
36017,Chenango County,New York,46685,44.9,100.8
36019,Clinton County,New York,78961,41.5,103.7
36021,Columbia County,New York,61245,49.5,102.3
36023,Cortland County,New York,46401,36.5,99.3
36025,Delaware County,New York,44551,48.8,103.4
36027,Dutchess County,New York,297144,42.6,99.1
36029,Erie County,New York,950044,40.3,94.7
36031,Essex County,New York,37077,49.5,106.2
36033,Franklin County,New York,47066,41.8,110.3
36035,Fulton County,New York,52787,44.1,100.1
36037,Genesee County,New York,57943,42.4,101.6
36039,Greene County,New York,47554,47.4,106.5
36041,Hamilton County,New York,5102,57.2,101.2
36043,Herkimer County,New York,59932,44.6,100.1
36045,Jefferson County,New York,116130,33.2,111.0
36047,Kings County,New York,2646306,36.3,90.9
36049,Lewis County,New York,26618,42.0,102.7
36051,Livingston County,New York,61588,41.4,99.6
36053,Madison County,New York,67572,42.6,98.5
36055,Monroe County,New York,754068,39.5,94.3
36057,Montgomery County,New York,49461,40.1,98.8
36059,Nassau County,New York,1388138,41.8,96.8
36061,New York County,New York,1627788,38.9,91.4
36063,Niagara County,New York,211341,43.2,96.5
36065,Oneida County,New York,229645,40.8,99.7
36067,Onondaga County,New York,471611,39.5,94.3
36069,Ontario County,New York,112405,43.9,97.1
36071,Orange County,New York,403840,36.9,99.6
36073,Orleans County,New York,39686,43.6,102.6
36075,Oswego County,New York,117945,40.6,100.9
36077,Otsego County,New York,59738,40.4,94.6
36079,Putnam County,New York,97988,44.2,102.1
36081,Queens County,New York,2330124,40.4,95.5
36083,Rensselaer County,New York,160341,40.2,99.3
36085,Richmond County,New York,492734,40.4,95.9
36087,Rockland County,New York,338936,35.1,97.8
36089,St. Lawrence County,New York,107796,39.0,104.1
36091,Saratoga County,New York,237075,43.4,98.5
36093,Schenectady County,New York,159603,39.6,96.5
36095,Schoharie County,New York,29979,45.7,100.9
36097,Schuyler County,New York,17749,47.4,100.8
36099,Seneca County,New York,33125,42.8,107.1
36101,Steuben County,New York,93034,43.1,100.4
36103,Suffolk County,New York,1525680,41.7,98.4
36105,Sullivan County,New York,79147,41.7,107.4
36107,Tioga County,New York,48106,44.8,100.4
36109,Tompkins County,New York,102879,32.8,96.1
36111,Ulster County,New York,182109,44.2,99.3
36113,Warren County,New York,65560,46.8,98.7
36115,Washington County,New York,60883,45.0,105.7
36117,Wayne County,New York,91128,43.6,100.2
36119,Westchester County,New York,996888,41.5,95.1
36121,Wyoming County,New York,39980,43.1,115.5
36123,Yates County,New York,24637,41.6,96.3
37001,Alamance County,North Carolina,174286,38.7,92.0
37003,Alexander County,North Carolina,36440,43.8,106.0
37005,Alleghany County,North Carolina,11075,51.4,97.6
37007,Anson County,North Carolina,21903,42.4,100.0
37009,Ashe County,North Carolina,26831,49.8,97.3
37011,Avery County,North Carolina,17643,46.5,120.2
37013,Beaufort County,North Carolina,44597,47.1,90.6
37015,Bertie County,North Carolina,17482,45.9,107.3
37017,Bladen County,North Carolina,29591,44.8,93.4
37019,Brunswick County,North Carolina,145889,56.1,92.8
37021,Buncombe County,North Carolina,271790,42.4,93.5
37023,Burke County,North Carolina,87863,44.9,100.0
37025,Cabarrus County,North Carolina,231262,37.7,96.3
37027,Caldwell County,North Carolina,80618,45.5,99.4
37029,Camden County,North Carolina,10743,40.9,97.6
37031,Carteret County,North Carolina,68652,50.1,95.8
37033,Caswell County,North Carolina,22689,46.2,108.3
37035,Catawba County,North Carolina,162051,41.8,96.7
37037,Chatham County,North Carolina,78319,47.6,93.8
37039,Cherokee County,North Carolina,29197,53.3,97.3
37041,Chowan County,North Carolina,13814,47.9,96.2
37043,Clay County,North Carolina,11391,54.5,94.6
37045,Cleveland County,North Carolina,100170,41.2,93.1
37047,Columbus County,North Carolina,50453,42.4,97.3
37049,Craven County,North Carolina,101074,39.2,99.3
37051,Cumberland County,North Carolina,336749,31.8,98.6
37053,Currituck County,North Carolina,29612,41.7,101.5
37055,Dare County,North Carolina,37534,48.5,96.6
37057,Davidson County,North Carolina,171063,42.3,96.7
37059,Davie County,North Carolina,43526,45.0,96.5
37061,Duplin County,North Carolina,49053,40.7,97.3
37063,Durham County,North Carolina,329405,35.8,92.3
37065,Edgecombe County,North Carolina,48777,41.7,88.5
37067,Forsyth County,North Carolina,386740,38.3,90.7
37069,Franklin County,North Carolina,71962,40.9,99.0
37071,Gaston County,North Carolina,231485,39.5,94.0
37073,Gates County,North Carolina,10437,47.7,91.2
37075,Graham County,North Carolina,8041,45.5,100.8
37077,Granville County,North Carolina,61439,42.5,105.7
37079,Greene County,North Carolina,20421,39.6,135.2
37081,Guilford County,North Carolina,542987,37.4,90.4
37083,Halifax County,North Carolina,48219,43.8,94.6
37085,Harnett County,North Carolina,136503,35.4,98.4
37087,Haywood County,North Carolina,62432,47.8,95.3
37089,Henderson County,North Carolina,117387,47.2,93.7
37091,Hertford County,North Carolina,20492,42.3,96.2
37093,Hoke County,North Carolina,53102,33.7,97.4
37095,Hyde County,North Carolina,4625,48.5,120.0
37097,Iredell County,North Carolina,191800,40.9,98.2
37099,Jackson County,North Carolina,43089,38.9,97.3
37101,Johnston County,North Carolina,226623,38.3,97.4
37103,Jones County,North Carolina,9245,48.1,98.0
37105,Lee County,North Carolina,64565,39.9,97.1
37107,Lenoir County,North Carolina,54917,42.2,91.3
37109,Lincoln County,North Carolina,90359,44.3,98.9
37111,McDowell County,North Carolina,44679,44.3,100.9
37113,Macon County,North Carolina,37533,50.1,96.8
37115,Madison County,North Carolina,21640,44.5,98.7
37117,Martin County,North Carolina,21773,46.7,86.1
37119,Mecklenburg County,North Carolina,1130906,35.4,93.5
37121,Mitchell County,North Carolina,14973,48.0,97.1
37123,Montgomery County,North Carolina,25874,43.6,96.6
37125,Moore County,North Carolina,102840,42.8,95.7
37127,Nash County,North Carolina,95451,41.6,93.1
37129,New Hanover County,North Carolina,231214,40.1,91.3
37131,Northampton County,North Carolina,17212,51.6,94.0
37133,Onslow County,North Carolina,208537,27.1,126.1
37135,Orange County,North Carolina,147292,36.2,91.7
37137,Pamlico County,North Carolina,12315,54.1,106.5
37139,Pasquotank County,North Carolina,40830,39.0,96.5
37141,Pender County,North Carolina,63475,41.8,102.5
37143,Perquimans County,North Carolina,13146,50.5,93.4
37145,Person County,North Carolina,39275,43.9,93.1
37147,Pitt County,North Carolina,172279,33.6,88.7
37149,Polk County,North Carolina,19689,54.4,90.7
37151,Randolph County,North Carolina,145322,41.4,99.0
37153,Richmond County,North Carolina,42818,40.3,94.3
37155,Robeson County,North Carolina,116858,36.5,93.2
37157,Rockingham County,North Carolina,91585,44.7,95.7
37159,Rowan County,North Carolina,148487,40.5,98.6
37161,Rutherford County,North Carolina,64850,45.3,94.7
37163,Sampson County,North Carolina,59245,39.7,99.7
37165,Scotland County,North Carolina,34353,38.3,106.5
37167,Stanly County,North Carolina,63557,40.6,100.5
37169,Stokes County,North Carolina,44889,47.6,96.5
37171,Surry County,North Carolina,71407,43.7,95.1
37173,Swain County,North Carolina,14065,42.6,93.4
37175,Transylvania County,North Carolina,33243,51.9,93.9
37177,Tyrrell County,North Carolina,3376,46.0,108.8
37179,Union County,North Carolina,244975,39.1,98.7
37181,Vance County,North Carolina,42361,39.9,87.2
37183,Wake County,North Carolina,1151009,37.2,96.0
37185,Warren County,North Carolina,18751,48.6,97.1
37187,Washington County,North Carolina,10905,49.3,100.3
37189,Watauga County,North Carolina,54607,32.2,99.5
37191,Wayne County,North Carolina,117606,37.4,98.8
37193,Wilkes County,North Carolina,65983,45.3,98.7
37195,Wilson County,North Carolina,78648,40.7,91.3
37197,Yadkin County,North Carolina,37419,44.3,99.9
37199,Yancey County,North Carolina,18676,47.9,97.9
38001,Adams County,North Dakota,2179,50.0,108.9
38003,Barnes County,North Dakota,10794,42.9,101.9
38005,Benson County,North Dakota,5861,32.4,106.4
38007,Billings County,North Dakota,948,44.7,116.9
38009,Bottineau County,North Dakota,6390,43.8,107.7
38011,Bowman County,North Dakota,2935,42.7,103.0
38013,Burke County,North Dakota,2163,41.1,112.9
38015,Burleigh County,North Dakota,98986,38.0,100.5
38017,Cass County,North Dakota,189286,32.9,102.7
38019,Cavalier County,North Dakota,3663,47.1,109.0
38021,Dickey County,North Dakota,4959,38.6,103.9
38023,Divide County,North Dakota,2174,47.3,106.9
38025,Dunn County,North Dakota,4043,40.8,121.0
38027,Eddy County,North Dakota,2319,48.7,108.7
38029,Emmons County,North Dakota,3269,51.5,100.2
38031,Foster County,North Dakota,3372,43.3,104.7
38033,Golden Valley County,North Dakota,1679,45.7,100.6
38035,Grand Forks County,North Dakota,72764,30.6,106.1
38037,Grant County,North Dakota,2276,48.8,98.1
38039,Griggs County,North Dakota,2340,50.6,105.1
38041,Hettinger County,North Dakota,2453,42.6,94.7
38043,Kidder County,North Dakota,2374,47.8,130.3
38045,LaMoure County,North Dakota,4107,46.7,106.9
38047,Logan County,North Dakota,1848,49.9,106.7
38049,McHenry County,North Dakota,5264,43.4,107.2
38051,McIntosh County,North Dakota,2512,53.8,100.3
38053,McKenzie County,North Dakota,14280,31.2,116.7
38055,McLean County,North Dakota,9807,47.4,106.7
38057,Mercer County,North Dakota,8341,42.8,103.0
38059,Morton County,North Dakota,33479,37.7,101.3
38061,Mountrail County,North Dakota,9567,35.1,108.5
38063,Nelson County,North Dakota,3015,50.4,100.2
38065,Oliver County,North Dakota,1821,46.1,118.9
38067,Pembina County,North Dakota,6787,45.5,117.0
38069,Pierce County,North Dakota,3961,44.3,98.4
38071,Ramsey County,North Dakota,11563,40.2,100.1
38073,Ransom County,North Dakota,5662,41.1,108.3
38075,Renville County,North Dakota,2277,42.5,104.2
38077,Richland County,North Dakota,16550,38.0,104.7
38079,Rolette County,North Dakota,12065,32.1,98.1
38081,Sargent County,North Dakota,3822,44.1,120.5
38083,Sheridan County,North Dakota,1327,50.8,96.6
38085,Sioux County,North Dakota,3789,28.7,99.7
38087,Slope County,North Dakota,795,54.2,119.0
38089,Stark County,North Dakota,33116,34.5,110.5
38091,Steele County,North Dakota,1731,46.4,105.6
38093,Stutsman County,North Dakota,21525,40.6,104.6
38095,Towner County,North Dakota,2113,50.3,102.8
38097,Traill County,North Dakota,7980,40.7,106.9
38099,Walsh County,North Dakota,10488,43.8,102.5
38101,Ward County,North Dakota,69232,33.3,109.0
38103,Wells County,North Dakota,3942,47.9,94.3
38105,Williams County,North Dakota,39368,32.3,113.0
39001,Adams County,Ohio,27510,42.3,98.8
39003,Allen County,Ohio,101685,39.7,99.9
39005,Ashland County,Ohio,52296,41.4,99.3
39007,Ashtabula County,Ohio,97343,42.7,104.8
39009,Athens County,Ohio,61573,32.8,100.0
39011,Auglaize County,Ohio,46209,40.6,100.1
39013,Belmont County,Ohio,65982,44.1,107.5
39015,Brown County,Ohio,43710,42.1,99.8
39017,Butler County,Ohio,389910,37.1,97.5
39019,Carroll County,Ohio,26731,45.5,103.6
39021,Champaign County,Ohio,38772,41.6,99.2
39023,Clark County,Ohio,135445,41.2,96.4
39025,Clermont County,Ohio,209862,40.8,98.4
39027,Clinton County,Ohio,42014,41.0,98.4
39029,Columbiana County,Ohio,101203,44.7,102.7
39031,Coshocton County,Ohio,36679,41.0,98.7
39033,Crawford County,Ohio,41767,43.3,97.2
39035,Cuyahoga County,Ohio,1249418,40.5,92.2
39037,Darke County,Ohio,51655,42.0,100.0
39039,Defiance County,Ohio,38258,40.8,100.9
39041,Delaware County,Ohio,221160,39.9,100.2
39043,Erie County,Ohio,74938,45.2,96.2
39045,Fairfield County,Ohio,161289,39.5,99.9
39047,Fayette County,Ohio,28880,40.8,97.7
39049,Franklin County,Ohio,1321635,34.7,96.5
39051,Fulton County,Ohio,42434,41.6,100.2
39053,Gallia County,Ohio,29162,41.3,97.3
39055,Geauga County,Ohio,95479,45.0,100.1
39057,Greene County,Ohio,168531,38.7,98.6
39059,Guernsey County,Ohio,38283,42.7,99.6
39061,Hamilton County,Ohio,827878,36.9,94.4
39063,Hancock County,Ohio,74885,39.6,98.1
39065,Hardin County,Ohio,30527,35.3,98.2
39067,Harrison County,Ohio,14408,46.1,97.8
39069,Henry County,Ohio,27581,41.7,100.1
39071,Highland County,Ohio,43403,40.8,96.7
39073,Hocking County,Ohio,27938,42.6,100.8
39075,Holmes County,Ohio,44312,32.5,101.9
39077,Huron County,Ohio,58412,40.4,98.7
39079,Jackson County,Ohio,32588,40.2,97.3
39081,Jefferson County,Ohio,64855,44.2,96.3
39083,Knox County,Ohio,62888,39.4,97.3
39085,Lake County,Ohio,232101,44.0,96.8
39087,Lawrence County,Ohio,57385,41.9,96.1
39089,Licking County,Ohio,180311,40.2,97.9
39091,Logan County,Ohio,46140,42.1,101.2
39093,Lorain County,Ohio,314588,42.1,98.2
39095,Lucas County,Ohio,428748,38.3,94.5
39097,Madison County,Ohio,44126,41.5,122.1
39099,Mahoning County,Ohio,227063,43.4,96.3
39101,Marion County,Ohio,65145,40.5,116.2
39103,Medina County,Ohio,183049,43.1,98.9
39105,Meigs County,Ohio,22072,43.8,99.7
39107,Mercer County,Ohio,42438,39.1,102.7
39109,Miami County,Ohio,109549,41.1,99.0
39111,Monroe County,Ohio,13308,46.0,104.9
39113,Montgomery County,Ohio,535528,38.8,93.9
39115,Morgan County,Ohio,13758,44.4,100.9
39117,Morrow County,Ohio,35214,43.3,102.1
39119,Muskingum County,Ohio,86382,40.5,95.0
39121,Noble County,Ohio,14252,51.3,155.0
39123,Ottawa County,Ohio,40161,50.3,100.3
39125,Paulding County,Ohio,18800,41.7,101.0
39127,Perry County,Ohio,35474,41.1,100.5
39129,Pickaway County,Ohio,59407,39.5,110.6
39131,Pike County,Ohio,27080,41.1,99.5
39133,Portage County,Ohio,161421,39.3,97.3
39135,Preble County,Ohio,40802,43.2,99.2
39137,Putnam County,Ohio,34352,40.0,101.3
39139,Richland County,Ohio,125138,40.9,104.7
39141,Ross County,Ohio,76748,41.0,108.9
39143,Sandusky County,Ohio,58770,42.5,99.1
39145,Scioto County,Ohio,73118,40.6,98.2
39147,Seneca County,Ohio,54861,40.5,101.7
39149,Shelby County,Ohio,48007,40.1,102.5
39151,Stark County,Ohio,373764,41.9,95.8
39153,Summit County,Ohio,538087,41.2,95.0
39155,Trumbull County,Ohio,201367,43.8,96.4
39157,Tuscarawas County,Ohio,92585,41.2,100.7
39159,Union County,Ohio,65293,38.1,93.7
39161,Van Wert County,Ohio,28824,41.4,99.3
39163,Vinton County,Ohio,12686,43.5,100.9
39165,Warren County,Ohio,246364,39.8,102.6
39167,Washington County,Ohio,59318,44.1,99.7
39169,Wayne County,Ohio,116618,38.9,99.4
39171,Williams County,Ohio,36862,41.8,99.5
39173,Wood County,Ohio,131795,35.7,98.2
39175,Wyandot County,Ohio,21699,41.6,97.4
40001,Adair County,Oklahoma,19595,38.1,100.4
40003,Alfalfa County,Oklahoma,5685,44.4,171.6
40005,Atoka County,Oklahoma,14255,40.2,123.9
40007,Beaver County,Oklahoma,5041,41.1,98.3
40009,Beckham County,Oklahoma,22202,37.1,129.2
40011,Blaine County,Oklahoma,8603,41.6,111.2
40013,Bryan County,Oklahoma,47237,36.8,95.8
40015,Caddo County,Oklahoma,26626,37.8,129.6
40017,Canadian County,Oklahoma,162621,36.1,98.7
40019,Carter County,Oklahoma,48255,38.3,95.1
40021,Cherokee County,Oklahoma,47621,37.3,95.7
40023,Choctaw County,Oklahoma,14299,42.1,93.3
40025,Cimarron County,Oklahoma,2247,38.3,101.5
40027,Cleveland County,Oklahoma,297545,35.1,99.7
40029,Coal County,Oklahoma,5275,40.3,103.2
40031,Comanche County,Oklahoma,121699,33.7,107.1
40033,Cotton County,Oklahoma,5475,43.2,92.8
40035,Craig County,Oklahoma,14215,40.8,106.2
40037,Creek County,Oklahoma,72353,40.6,98.6
40039,Custer County,Oklahoma,28332,32.8,97.3
40041,Delaware County,Oklahoma,41017,47.0,98.1
40043,Dewey County,Oklahoma,4433,38.0,98.6
40045,Ellis County,Oklahoma,3717,43.4,95.9
40047,Garfield County,Oklahoma,62322,35.7,100.7
40049,Garvin County,Oklahoma,25779,38.8,98.7
40051,Grady County,Oklahoma,55868,39.9,100.8
40053,Grant County,Oklahoma,4137,42.9,101.9
40055,Greer County,Oklahoma,5498,40.6,131.5
40057,Harmon County,Oklahoma,2452,40.3,101.8
40059,Harper County,Oklahoma,3231,41.3,98.0
40061,Haskell County,Oklahoma,11667,41.4,98.6
40063,Hughes County,Oklahoma,13411,39.2,123.8
40065,Jackson County,Oklahoma,24730,35.0,101.7
40067,Jefferson County,Oklahoma,5377,41.2,97.2
40069,Johnston County,Oklahoma,10334,39.5,102.2
40071,Kay County,Oklahoma,43731,38.3,100.0
40073,Kingfisher County,Oklahoma,15288,38.5,99.3
40075,Kiowa County,Oklahoma,8458,42.0,92.2
40077,Latimer County,Oklahoma,9495,41.5,102.8
40079,Le Flore County,Oklahoma,48728,38.8,101.8
40081,Lincoln County,Oklahoma,33917,41.3,100.5
40083,Logan County,Oklahoma,50905,40.2,99.9
40085,Love County,Oklahoma,10196,38.6,100.9
40087,McClain County,Oklahoma,43779,38.9,99.8
40089,McCurtain County,Oklahoma,30825,37.9,97.5
40091,McIntosh County,Oklahoma,19237,47.3,97.2
40093,Major County,Oklahoma,7656,42.0,100.0
40095,Marshall County,Oklahoma,15628,42.0,103.8
40097,Mayes County,Oklahoma,39406,40.5,100.6
40099,Murray County,Oklahoma,13807,41.5,104.4
40101,Muskogee County,Oklahoma,66471,38.2,96.5
40103,Noble County,Oklahoma,10909,41.7,98.3
40105,Nowata County,Oklahoma,9392,41.6,97.2
40107,Okfuskee County,Oklahoma,11304,40.3,118.9
40109,Oklahoma County,Oklahoma,800487,35.1,96.6
