fips_code,county_name,state_name,pct_households_limited_english_proficiency
18141,St. Joseph County,Indiana,2.1
18143,Scott County,Indiana,0.3
18145,Shelby County,Indiana,1.7
18147,Spencer County,Indiana,0.6
18149,Starke County,Indiana,0.4
18151,Steuben County,Indiana,0.3
18153,Sullivan County,Indiana,0.0
18155,Switzerland County,Indiana,0.0
18157,Tippecanoe County,Indiana,3.2
18159,Tipton County,Indiana,0.7
18161,Union County,Indiana,0.5
18163,Vanderburgh County,Indiana,1.0
18165,Vermillion County,Indiana,0.4
18167,Vigo County,Indiana,0.6
18169,Wabash County,Indiana,0.1
18171,Warren County,Indiana,0.0
18173,Warrick County,Indiana,0.5
18175,Washington County,Indiana,0.6
18177,Wayne County,Indiana,1.2
18179,Wells County,Indiana,0.5
18181,White County,Indiana,1.5
18183,Whitley County,Indiana,0.1
19001,Adair County,Iowa,0.0
19003,Adams County,Iowa,0.3
19005,Allamakee County,Iowa,4.4
19007,Appanoose County,Iowa,1.0
19009,Audubon County,Iowa,0.9
19011,Benton County,Iowa,0.1
19013,Black Hawk County,Iowa,2.1
19015,Boone County,Iowa,0.0
19017,Bremer County,Iowa,0.1
19019,Buchanan County,Iowa,0.6
19021,Buena Vista County,Iowa,14.2
19023,Butler County,Iowa,1.0
19025,Calhoun County,Iowa,0.3
19027,Carroll County,Iowa,0.1
19029,Cass County,Iowa,0.0
19031,Cedar County,Iowa,0.1
19033,Cerro Gordo County,Iowa,0.2
19035,Cherokee County,Iowa,0.0
19037,Chickasaw County,Iowa,1.0
19039,Clarke County,Iowa,0.6
19041,Clay County,Iowa,0.2
19043,Clayton County,Iowa,0.7
19045,Clinton County,Iowa,0.2
19047,Crawford County,Iowa,9.7
19049,Dallas County,Iowa,2.0
19051,Davis County,Iowa,3.3
19053,Decatur County,Iowa,1.0
19055,Delaware County,Iowa,0.1
19057,Des Moines County,Iowa,0.1
19059,Dickinson County,Iowa,0.3
19061,Dubuque County,Iowa,0.6
19063,Emmet County,Iowa,2.9
19065,Fayette County,Iowa,0.4
19067,Floyd County,Iowa,0.8
19069,Franklin County,Iowa,2.0
19071,Fremont County,Iowa,0.9
19073,Greene County,Iowa,0.2
19075,Grundy County,Iowa,0.2
19077,Guthrie County,Iowa,0.5
19079,Hamilton County,Iowa,1.7
19081,Hancock County,Iowa,0.4
19083,Hardin County,Iowa,1.6
19085,Harrison County,Iowa,0.0
19087,Henry County,Iowa,0.9
19089,Howard County,Iowa,1.2
19091,Humboldt County,Iowa,2.7
19093,Ida County,Iowa,0.6
19095,Iowa County,Iowa,0.0
19097,Jackson County,Iowa,0.1
19099,Jasper County,Iowa,1.0
19101,Jefferson County,Iowa,2.3
19103,Johnson County,Iowa,3.5
19105,Jones County,Iowa,0.1
19107,Keokuk County,Iowa,0.4
19109,Kossuth County,Iowa,1.5
19111,Lee County,Iowa,0.0
19113,Linn County,Iowa,1.5
19115,Louisa County,Iowa,3.0
19117,Lucas County,Iowa,1.9
19119,Lyon County,Iowa,0.5
19121,Madison County,Iowa,0.2
19123,Mahaska County,Iowa,0.8
19125,Marion County,Iowa,0.9
19127,Marshall County,Iowa,5.3
19129,Mills County,Iowa,0.0
19131,Mitchell County,Iowa,0.9
19133,Monona County,Iowa,0.5
19135,Monroe County,Iowa,0.0
19137,Montgomery County,Iowa,0.1
19139,Muscatine County,Iowa,1.2
19141,O'Brien County,Iowa,1.1
19143,Osceola County,Iowa,2.7
19145,Page County,Iowa,1.6
19147,Palo Alto County,Iowa,0.7
19149,Plymouth County,Iowa,1.7
19151,Pocahontas County,Iowa,1.0
19153,Polk County,Iowa,3.4
19155,Pottawattamie County,Iowa,2.0
19157,Poweshiek County,Iowa,1.2
19159,Ringgold County,Iowa,0.3
19161,Sac County,Iowa,1.5
19163,Scott County,Iowa,1.1
19165,Shelby County,Iowa,0.0
19167,Sioux County,Iowa,1.9
19169,Story County,Iowa,2.4
19171,Tama County,Iowa,2.6
19173,Taylor County,Iowa,0.8
19175,Union County,Iowa,1.0
19177,Van Buren County,Iowa,1.3
19179,Wapello County,Iowa,2.9
19181,Warren County,Iowa,0.7
19183,Washington County,Iowa,1.5
19185,Wayne County,Iowa,0.5
19187,Webster County,Iowa,1.2
19189,Winnebago County,Iowa,0.8
19191,Winneshiek County,Iowa,0.6
19193,Woodbury County,Iowa,5.2
19195,Worth County,Iowa,0.2
19197,Wright County,Iowa,4.7
20001,Allen County,Kansas,0.3
20003,Anderson County,Kansas,1.1
20005,Atchison County,Kansas,1.2
20007,Barber County,Kansas,0.6
20009,Barton County,Kansas,2.8
20011,Bourbon County,Kansas,0.3
20013,Brown County,Kansas,0.3
20015,Butler County,Kansas,0.3
20017,Chase County,Kansas,0.6
20019,Chautauqua County,Kansas,0.0
20021,Cherokee County,Kansas,1.0
20023,Cheyenne County,Kansas,1.3
20025,Clark County,Kansas,0.0
20027,Clay County,Kansas,0.3
20029,Cloud County,Kansas,0.5
20031,Coffey County,Kansas,0.5
20033,Comanche County,Kansas,0.0
20035,Cowley County,Kansas,1.1
20037,Crawford County,Kansas,0.4
20039,Decatur County,Kansas,0.7
20041,Dickinson County,Kansas,0.7
20043,Doniphan County,Kansas,0.0
20045,Douglas County,Kansas,1.9
20047,Edwards County,Kansas,8.6
20049,Elk County,Kansas,0.0
20051,Ellis County,Kansas,0.5
20053,Ellsworth County,Kansas,0.0
20055,Finney County,Kansas,14.7
20057,Ford County,Kansas,10.2
20059,Franklin County,Kansas,0.7
20061,Geary County,Kansas,3.6
20063,Gove County,Kansas,0.0
20065,Graham County,Kansas,0.2
20067,Grant County,Kansas,6.5
20069,Gray County,Kansas,1.7
20071,Greeley County,Kansas,2.9
20073,Greenwood County,Kansas,0.2
20075,Hamilton County,Kansas,15.7
20077,Harper County,Kansas,0.9
20079,Harvey County,Kansas,0.6
20081,Haskell County,Kansas,12.8
20083,Hodgeman County,Kansas,0.3
20085,Jackson County,Kansas,1.3
20087,Jefferson County,Kansas,0.1
20089,Jewell County,Kansas,0.0
20091,Johnson County,Kansas,2.3
20093,Kearny County,Kansas,3.2
20095,Kingman County,Kansas,0.7
20097,Kiowa County,Kansas,1.5
20099,Labette County,Kansas,0.2
20101,Lane County,Kansas,1.2
20103,Leavenworth County,Kansas,0.4
20105,Lincoln County,Kansas,0.0
20107,Linn County,Kansas,0.0
20109,Logan County,Kansas,6.1
20111,Lyon County,Kansas,4.9
20113,McPherson County,Kansas,0.8
20115,Marion County,Kansas,0.1
20117,Marshall County,Kansas,1.3
20119,Meade County,Kansas,1.5
20121,Miami County,Kansas,0.1
20123,Mitchell County,Kansas,0.4
20125,Montgomery County,Kansas,1.3
20127,Morris County,Kansas,0.6
20129,Morton County,Kansas,3.1
20131,Nemaha County,Kansas,0.0
20133,Neosho County,Kansas,0.6
20135,Ness County,Kansas,0.8
20137,Norton County,Kansas,0.3
20139,Osage County,Kansas,0.0
20141,Osborne County,Kansas,0.6
20143,Ottawa County,Kansas,0.5
20145,Pawnee County,Kansas,0.0
20147,Phillips County,Kansas,0.0
20149,Pottawatomie County,Kansas,0.6
20151,Pratt County,Kansas,0.6
20153,Rawlins County,Kansas,1.2
20155,Reno County,Kansas,0.6
20157,Republic County,Kansas,0.2
20159,Rice County,Kansas,0.3
20161,Riley County,Kansas,1.7
20163,Rooks County,Kansas,0.0
20165,Rush County,Kansas,2.4
20167,Russell County,Kansas,0.0
20169,Saline County,Kansas,0.9
20171,Scott County,Kansas,1.9
20173,Sedgwick County,Kansas,2.9
20175,Seward County,Kansas,17.9
20177,Shawnee County,Kansas,2.2
20179,Sheridan County,Kansas,0.7
20181,Sherman County,Kansas,0.0
20183,Smith County,Kansas,0.1
20185,Stafford County,Kansas,1.9
20187,Stanton County,Kansas,10.2
20189,Stevens County,Kansas,4.3
20191,Sumner County,Kansas,0.0
20193,Thomas County,Kansas,0.2
20195,Trego County,Kansas,0.0
20197,Wabaunsee County,Kansas,0.2
20199,Wallace County,Kansas,2.3
20201,Washington County,Kansas,1.3
20203,Wichita County,Kansas,6.8
20205,Wilson County,Kansas,0.0
20207,Woodson County,Kansas,0.0
20209,Wyandotte County,Kansas,7.5
21001,Adair County,Kentucky,0.4
21003,Allen County,Kentucky,0.9
21005,Anderson County,Kentucky,0.0
21007,Ballard County,Kentucky,0.0
21009,Barren County,Kentucky,1.1
21011,Bath County,Kentucky,0.7
21013,Bell County,Kentucky,0.0
21015,Boone County,Kentucky,1.6
21017,Bourbon County,Kentucky,1.4
21019,Boyd County,Kentucky,0.3
21021,Boyle County,Kentucky,1.0
21023,Bracken County,Kentucky,0.0
21025,Breathitt County,Kentucky,1.0
21027,Breckinridge County,Kentucky,0.1
21029,Bullitt County,Kentucky,0.8
21031,Butler County,Kentucky,1.5
21033,Caldwell County,Kentucky,0.0
21035,Calloway County,Kentucky,0.4
21037,Campbell County,Kentucky,0.4
21039,Carlisle County,Kentucky,0.0
21041,Carroll County,Kentucky,1.4
21043,Carter County,Kentucky,0.0
21045,Casey County,Kentucky,1.1
21047,Christian County,Kentucky,2.0
21049,Clark County,Kentucky,0.3
21051,Clay County,Kentucky,0.0
21053,Clinton County,Kentucky,0.3
21055,Crittenden County,Kentucky,1.4
21057,Cumberland County,Kentucky,0.9
21059,Daviess County,Kentucky,1.8
21061,Edmonson County,Kentucky,0.8
21063,Elliott County,Kentucky,0.0
21065,Estill County,Kentucky,1.0
21067,Fayette County,Kentucky,3.7
21069,Fleming County,Kentucky,0.6
21071,Floyd County,Kentucky,0.4
21073,Franklin County,Kentucky,1.9
21075,Fulton County,Kentucky,0.0
21077,Gallatin County,Kentucky,1.4
21079,Garrard County,Kentucky,0.4
21081,Grant County,Kentucky,0.3
21083,Graves County,Kentucky,0.3
21085,Grayson County,Kentucky,0.1
21087,Green County,Kentucky,0.4
21089,Greenup County,Kentucky,0.3
21091,Hancock County,Kentucky,0.0
21093,Hardin County,Kentucky,1.5
21095,Harlan County,Kentucky,0.1
21097,Harrison County,Kentucky,0.3
21099,Hart County,Kentucky,0.5
21101,Henderson County,Kentucky,0.4
21103,Henry County,Kentucky,0.1
21105,Hickman County,Kentucky,0.1
21107,Hopkins County,Kentucky,0.5
21109,Jackson County,Kentucky,0.4
21111,Jefferson County,Kentucky,3.6
21113,Jessamine County,Kentucky,1.3
21115,Johnson County,Kentucky,0.6
21117,Kenton County,Kentucky,1.4
21119,Knott County,Kentucky,0.0
21121,Knox County,Kentucky,0.0
21123,Larue County,Kentucky,0.0
21125,Laurel County,Kentucky,0.2
21127,Lawrence County,Kentucky,0.0
21129,Lee County,Kentucky,0.0
21131,Leslie County,Kentucky,0.0
21133,Letcher County,Kentucky,0.0
21135,Lewis County,Kentucky,0.0
21137,Lincoln County,Kentucky,0.4
21139,Livingston County,Kentucky,0.0
21141,Logan County,Kentucky,0.7
21143,Lyon County,Kentucky,0.2
21145,McCracken County,Kentucky,0.7
21147,McCreary County,Kentucky,0.1
21149,McLean County,Kentucky,0.0
21151,Madison County,Kentucky,0.5
21153,Magoffin County,Kentucky,0.0
21155,Marion County,Kentucky,0.3
21157,Marshall County,Kentucky,0.0
21159,Martin County,Kentucky,0.0
21161,Mason County,Kentucky,0.3
21163,Meade County,Kentucky,0.3
21165,Menifee County,Kentucky,0.0
21167,Mercer County,Kentucky,0.4
21169,Metcalfe County,Kentucky,0.9
21171,Monroe County,Kentucky,0.7
21173,Montgomery County,Kentucky,0.8
21175,Morgan County,Kentucky,0.0
21177,Muhlenberg County,Kentucky,0.0
21179,Nelson County,Kentucky,1.4
21181,Nicholas County,Kentucky,0.2
21183,Ohio County,Kentucky,1.4
21185,Oldham County,Kentucky,1.0
21187,Owen County,Kentucky,0.0
21189,Owsley County,Kentucky,0.0
21191,Pendleton County,Kentucky,0.0
21193,Perry County,Kentucky,0.0
21195,Pike County,Kentucky,0.4
21197,Powell County,Kentucky,0.0
21199,Pulaski County,Kentucky,0.7
21201,Robertson County,Kentucky,0.4
21203,Rockcastle County,Kentucky,0.0
21205,Rowan County,Kentucky,0.1
21207,Russell County,Kentucky,0.6
21209,Scott County,Kentucky,0.5
21211,Shelby County,Kentucky,2.9
21213,Simpson County,Kentucky,0.5
21215,Spencer County,Kentucky,0.0
21217,Taylor County,Kentucky,0.2
21219,Todd County,Kentucky,3.1
21221,Trigg County,Kentucky,0.7
21223,Trimble County,Kentucky,1.1
21225,Union County,Kentucky,0.3
21227,Warren County,Kentucky,4.1
21229,Washington County,Kentucky,0.9
21231,Wayne County,Kentucky,1.3
21233,Webster County,Kentucky,0.8
21235,Whitley County,Kentucky,0.2
21237,Wolfe County,Kentucky,1.5
21239,Woodford County,Kentucky,1.8
22001,Acadia Parish,Louisiana,0.7
22003,Allen Parish,Louisiana,0.2
22005,Ascension Parish,Louisiana,1.9
22007,Assumption Parish,Louisiana,1.4
22009,Avoyelles Parish,Louisiana,0.8
22011,Beauregard Parish,Louisiana,0.2
22013,Bienville Parish,Louisiana,0.2
22015,Bossier Parish,Louisiana,2.0
22017,Caddo Parish,Louisiana,0.6
22019,Calcasieu Parish,Louisiana,0.6
22021,Caldwell Parish,Louisiana,0.9
22023,Cameron Parish,Louisiana,3.2
22025,Catahoula Parish,Louisiana,0.0
22027,Claiborne Parish,Louisiana,0.1
22029,Concordia Parish,Louisiana,0.2
22031,De Soto Parish,Louisiana,0.1
22033,East Baton Rouge Parish,Louisiana,2.8
22035,East Carroll Parish,Louisiana,0.0
22037,East Feliciana Parish,Louisiana,0.1
22039,Evangeline Parish,Louisiana,1.7
22041,Franklin Parish,Louisiana,0.4
22043,Grant Parish,Louisiana,0.0
22045,Iberia Parish,Louisiana,1.1
22047,Iberville Parish,Louisiana,0.9
22049,Jackson Parish,Louisiana,1.1
22051,Jefferson Parish,Louisiana,5.2
22053,Jefferson Davis Parish,Louisiana,0.6
22055,Lafayette Parish,Louisiana,2.2
22057,Lafourche Parish,Louisiana,1.0
22059,LaSalle Parish,Louisiana,0.5
22061,Lincoln Parish,Louisiana,1.4
22063,Livingston Parish,Louisiana,2.1
22065,Madison Parish,Louisiana,0.3
22067,Morehouse Parish,Louisiana,0.5
22069,Natchitoches Parish,Louisiana,0.4
22071,Orleans Parish,Louisiana,1.8
22073,Ouachita Parish,Louisiana,0.8
22075,Plaquemines Parish,Louisiana,2.9
22077,Pointe Coupee Parish,Louisiana,0.2
22079,Rapides Parish,Louisiana,1.5
22081,Red River Parish,Louisiana,0.1
22083,Richland Parish,Louisiana,0.3
22085,Sabine Parish,Louisiana,0.6
22087,St. Bernard Parish,Louisiana,1.7
22089,St. Charles Parish,Louisiana,1.3
22091,St. Helena Parish,Louisiana,0.7
22093,St. James Parish,Louisiana,0.8
22095,St. John the Baptist Parish,Louisiana,0.5
22097,St. Landry Parish,Louisiana,2.2
22099,St. Martin Parish,Louisiana,2.7
22101,St. Mary Parish,Louisiana,4.1
22103,St. Tammany Parish,Louisiana,1.5
22105,Tangipahoa Parish,Louisiana,1.3
22107,Tensas Parish,Louisiana,0.0
22109,Terrebonne Parish,Louisiana,1.5
22111,Union Parish,Louisiana,0.7
22113,Vermilion Parish,Louisiana,2.4
22115,Vernon Parish,Louisiana,1.5
22117,Washington Parish,Louisiana,0.6
22119,Webster Parish,Louisiana,0.3
22121,West Baton Rouge Parish,Louisiana,3.8
22123,West Carroll Parish,Louisiana,0.1
22125,West Feliciana Parish,Louisiana,0.0
22127,Winn Parish,Louisiana,0.7
23001,Androscoggin County,Maine,1.7
23003,Aroostook County,Maine,1.9
23005,Cumberland County,Maine,1.6
23007,Franklin County,Maine,0.1
23009,Hancock County,Maine,0.2
23011,Kennebec County,Maine,0.8
23013,Knox County,Maine,0.3
23015,Lincoln County,Maine,0.5
23017,Oxford County,Maine,0.3
23019,Penobscot County,Maine,0.6
23021,Piscataquis County,Maine,0.4
23023,Sagadahoc County,Maine,0.1
23025,Somerset County,Maine,0.1
23027,Waldo County,Maine,0.1
23029,Washington County,Maine,0.3
23031,York County,Maine,0.9
24001,Allegany County,Maryland,0.2
24003,Anne Arundel County,Maryland,1.7
24005,Baltimore County,Maryland,2.5
24009,Calvert County,Maryland,0.3
24011,Caroline County,Maryland,2.3
24013,Carroll County,Maryland,0.6
24015,Cecil County,Maryland,1.3
24017,Charles County,Maryland,1.1
24019,Dorchester County,Maryland,0.9
24021,Frederick County,Maryland,1.9
24023,Garrett County,Maryland,0.1
24025,Harford County,Maryland,0.9
24027,Howard County,Maryland,3.4
24029,Kent County,Maryland,0.4
24031,Montgomery County,Maryland,7.7
24033,Prince George's County,Maryland,6.1
24035,Queen Anne's County,Maryland,1.4
24037,St. Mary's County,Maryland,1.0
24039,Somerset County,Maryland,1.2
24041,Talbot County,Maryland,2.2
24043,Washington County,Maryland,1.9
24045,Wicomico County,Maryland,3.6
24047,Worcester County,Maryland,0.5
24510,Baltimore city,Maryland,2.4
25001,Barnstable County,Massachusetts,2.0
25003,Berkshire County,Massachusetts,1.1
25005,Bristol County,Massachusetts,5.6
25007,Dukes County,Massachusetts,3.2
25009,Essex County,Massachusetts,7.4
25011,Franklin County,Massachusetts,1.0
25013,Hampden County,Massachusetts,8.1
25015,Hampshire County,Massachusetts,1.8
25017,Middlesex County,Massachusetts,5.9
25019,Nantucket County,Massachusetts,0.6
25021,Norfolk County,Massachusetts,4.9
25023,Plymouth County,Massachusetts,3.2
25025,Suffolk County,Massachusetts,11.6
25027,Worcester County,Massachusetts,4.9
26001,Alcona County,Michigan,0.1
26003,Alger County,Michigan,0.1
26005,Allegan County,Michigan,1.0
26007,Alpena County,Michigan,0.4
26009,Antrim County,Michigan,0.2
26011,Arenac County,Michigan,0.2
26013,Baraga County,Michigan,0.2
26015,Barry County,Michigan,0.4
26017,Bay County,Michigan,0.1
26019,Benzie County,Michigan,0.1
26021,Berrien County,Michigan,0.6
26023,Branch County,Michigan,2.9
26025,Calhoun County,Michigan,1.4
26027,Cass County,Michigan,0.4
26029,Charlevoix County,Michigan,0.5
26031,Cheboygan County,Michigan,0.0
26033,Chippewa County,Michigan,0.6
26035,Clare County,Michigan,0.3
26037,Clinton County,Michigan,0.6
26039,Crawford County,Michigan,0.0
26041,Delta County,Michigan,0.1
26043,Dickinson County,Michigan,0.1
26045,Eaton County,Michigan,0.5
26047,Emmet County,Michigan,0.4
26049,Genesee County,Michigan,0.7
26051,Gladwin County,Michigan,0.5
26053,Gogebic County,Michigan,0.6
26055,Grand Traverse County,Michigan,0.3
26057,Gratiot County,Michigan,0.2
26059,Hillsdale County,Michigan,0.1
26061,Houghton County,Michigan,0.9
26063,Huron County,Michigan,0.6
26065,Ingham County,Michigan,2.3
26067,Ionia County,Michigan,0.2
26069,Iosco County,Michigan,0.1
26071,Iron County,Michigan,0.1
26073,Isabella County,Michigan,0.5
26075,Jackson County,Michigan,0.6
26077,Kalamazoo County,Michigan,0.8
26079,Kalkaska County,Michigan,0.1
26081,Kent County,Michigan,2.7
26083,Keweenaw County,Michigan,0.2
26085,Lake County,Michigan,0.6
26087,Lapeer County,Michigan,0.6
26089,Leelanau County,Michigan,0.3
26091,Lenawee County,Michigan,0.8
26093,Livingston County,Michigan,0.2
26095,Luce County,Michigan,0.3
26097,Mackinac County,Michigan,0.5
26099,Macomb County,Michigan,3.3
26101,Manistee County,Michigan,0.4
26103,Marquette County,Michigan,0.1
26105,Mason County,Michigan,0.6
26107,Mecosta County,Michigan,0.3
26109,Menominee County,Michigan,0.5
26111,Midland County,Michigan,0.5
26113,Missaukee County,Michigan,0.5
26115,Monroe County,Michigan,0.4
26117,Montcalm County,Michigan,0.6
26119,Montmorency County,Michigan,0.3
26121,Muskegon County,Michigan,0.2
26123,Newaygo County,Michigan,0.3
26125,Oakland County,Michigan,2.6
26127,Oceana County,Michigan,1.5
26129,Ogemaw County,Michigan,0.2
26131,Ontonagon County,Michigan,0.2
26133,Osceola County,Michigan,0.6
26135,Oscoda County,Michigan,0.4
26137,Otsego County,Michigan,0.3
26139,Ottawa County,Michigan,1.5
26141,Presque Isle County,Michigan,0.7
26143,Roscommon County,Michigan,0.7
26145,Saginaw County,Michigan,0.6
26147,St. Clair County,Michigan,0.4
26149,St. Joseph County,Michigan,0.8
26151,Sanilac County,Michigan,0.9
26153,Schoolcraft County,Michigan,1.3
26155,Shiawassee County,Michigan,0.2
26157,Tuscola County,Michigan,0.3
26159,Van Buren County,Michigan,2.1
26161,Washtenaw County,Michigan,2.8
26163,Wayne County,Michigan,3.0
26165,Wexford County,Michigan,0.2
27001,Aitkin County,Minnesota,0.1
27003,Anoka County,Minnesota,2.4
27005,Becker County,Minnesota,0.5
27007,Beltrami County,Minnesota,0.2
27009,Benton County,Minnesota,1.2
27011,Big Stone County,Minnesota,0.8
27013,Blue Earth County,Minnesota,1.0
27015,Brown County,Minnesota,1.6
27017,Carlton County,Minnesota,0.4
27019,Carver County,Minnesota,0.9
27021,Cass County,Minnesota,0.3
27023,Chippewa County,Minnesota,1.8
27025,Chisago County,Minnesota,0.4
27027,Clay County,Minnesota,0.6
27029,Clearwater County,Minnesota,0.3
27031,Cook County,Minnesota,0.6
27033,Cottonwood County,Minnesota,3.8
27035,Crow Wing County,Minnesota,0.3
27037,Dakota County,Minnesota,2.2
27039,Dodge County,Minnesota,0.6
27041,Douglas County,Minnesota,0.3
27043,Faribault County,Minnesota,1.2
27045,Fillmore County,Minnesota,1.2
27047,Freeborn County,Minnesota,1.6
27049,Goodhue County,Minnesota,0.8
27051,Grant County,Minnesota,0.3
27053,Hennepin County,Minnesota,3.1
27055,Houston County,Minnesota,0.1
27057,Hubbard County,Minnesota,0.3
27059,Isanti County,Minnesota,0.5
27061,Itasca County,Minnesota,0.1
27063,Jackson County,Minnesota,1.2
27065,Kanabec County,Minnesota,0.2
27067,Kandiyohi County,Minnesota,4.0
27069,Kittson County,Minnesota,0.9
27071,Koochiching County,Minnesota,0.0
27073,Lac qui Parle County,Minnesota,0.9
27075,Lake County,Minnesota,0.2
27077,Lake of the Woods County,Minnesota,0.0
27079,Le Sueur County,Minnesota,1.2
27081,Lincoln County,Minnesota,0.4
27083,Lyon County,Minnesota,2.7
27085,McLeod County,Minnesota,0.9
27087,Mahnomen County,Minnesota,0.9
27089,Marshall County,Minnesota,0.6
27091,Martin County,Minnesota,1.1
27093,Meeker County,Minnesota,0.5
27095,Mille Lacs County,Minnesota,0.3
27097,Morrison County,Minnesota,0.2
27099,Mower County,Minnesota,5.1
27101,Murray County,Minnesota,1.3
27103,Nicollet County,Minnesota,1.8
27105,Nobles County,Minnesota,10.9
27107,Norman County,Minnesota,0.3
27109,Olmsted County,Minnesota,2.9
27111,Otter Tail County,Minnesota,0.8
27113,Pennington County,Minnesota,0.1
27115,Pine County,Minnesota,0.1
27117,Pipestone County,Minnesota,0.9
27119,Polk County,Minnesota,1.1
27121,Pope County,Minnesota,0.2
27123,Ramsey County,Minnesota,4.6
27125,Red Lake County,Minnesota,0.4
27127,Redwood County,Minnesota,0.8
27129,Renville County,Minnesota,0.6
27131,Rice County,Minnesota,6.2
27133,Rock County,Minnesota,0.5
27135,Roseau County,Minnesota,1.5
27137,St. Louis County,Minnesota,0.5
27139,Scott County,Minnesota,2.2
27141,Sherburne County,Minnesota,0.4
27143,Sibley County,Minnesota,1.6
27145,Stearns County,Minnesota,1.7
27147,Steele County,Minnesota,1.8
27149,Stevens County,Minnesota,3.2
27151,Swift County,Minnesota,0.9
27153,Todd County,Minnesota,3.3
27155,Traverse County,Minnesota,0.6
27157,Wabasha County,Minnesota,1.3
27159,Wadena County,Minnesota,1.5
27161,Waseca County,Minnesota,1.0
27163,Washington County,Minnesota,1.3
27165,Watonwan County,Minnesota,5.4
27167,Wilkin County,Minnesota,0.7
27169,Winona County,Minnesota,0.6
27171,Wright County,Minnesota,1.0
27173,Yellow Medicine County,Minnesota,1.2
28001,Adams County,Mississippi,0.4
28003,Alcorn County,Mississippi,0.1
28005,Amite County,Mississippi,0.1
28007,Attala County,Mississippi,0.0
28009,Benton County,Mississippi,2.1
28011,Bolivar County,Mississippi,0.9
28013,Calhoun County,Mississippi,0.9
28015,Carroll County,Mississippi,0.0
28017,Chickasaw County,Mississippi,0.3
28019,Choctaw County,Mississippi,0.0
28021,Claiborne County,Mississippi,0.0
28023,Clarke County,Mississippi,0.2
28025,Clay County,Mississippi,0.1
28027,Coahoma County,Mississippi,1.3
28029,Copiah County,Mississippi,0.5
28031,Covington County,Mississippi,0.0
28033,DeSoto County,Mississippi,1.2
28035,Forrest County,Mississippi,0.8
28037,Franklin County,Mississippi,0.0
28039,George County,Mississippi,1.0
28041,Greene County,Mississippi,1.3
28043,Grenada County,Mississippi,0.0
28045,Hancock County,Mississippi,0.4
28047,Harrison County,Mississippi,1.6
28049,Hinds County,Mississippi,0.8
28051,Holmes County,Mississippi,0.3
28053,Humphreys County,Mississippi,0.0
28055,Issaquena County,Mississippi,0.0
28057,Itawamba County,Mississippi,0.0
28059,Jackson County,Mississippi,1.6
28061,Jasper County,Mississippi,0.0
28063,Jefferson County,Mississippi,0.0
28065,Jefferson Davis County,Mississippi,0.0
28067,Jones County,Mississippi,1.2
28069,Kemper County,Mississippi,0.3
28071,Lafayette County,Mississippi,0.4
28073,Lamar County,Mississippi,0.7
28075,Lauderdale County,Mississippi,0.6
28077,Lawrence County,Mississippi,0.0
28079,Leake County,Mississippi,1.8
28081,Lee County,Mississippi,0.9
28083,Leflore County,Mississippi,0.1
28085,Lincoln County,Mississippi,0.4
28087,Lowndes County,Mississippi,0.2
28089,Madison County,Mississippi,1.4
28091,Marion County,Mississippi,0.0
28093,Marshall County,Mississippi,0.7
28095,Monroe County,Mississippi,0.4
28097,Montgomery County,Mississippi,0.0
28099,Neshoba County,Mississippi,0.8
28101,Newton County,Mississippi,0.5
28103,Noxubee County,Mississippi,0.4
28105,Oktibbeha County,Mississippi,0.6
28107,Panola County,Mississippi,0.0
28109,Pearl River County,Mississippi,0.3
28111,Perry County,Mississippi,0.0
28113,Pike County,Mississippi,0.1
28115,Pontotoc County,Mississippi,3.3
28117,Prentiss County,Mississippi,0.1
28119,Quitman County,Mississippi,0.0
28121,Rankin County,Mississippi,0.6
28123,Scott County,Mississippi,2.3
28125,Sharkey County,Mississippi,0.5
28127,Simpson County,Mississippi,0.2
28129,Smith County,Mississippi,2.9
28131,Stone County,Mississippi,0.0
28133,Sunflower County,Mississippi,1.0
28135,Tallahatchie County,Mississippi,0.0
28137,Tate County,Mississippi,0.1
28139,Tippah County,Mississippi,1.3
28141,Tishomingo County,Mississippi,2.6
28143,Tunica County,Mississippi,0.4
28145,Union County,Mississippi,0.5
28147,Walthall County,Mississippi,0.1
28149,Warren County,Mississippi,1.0
28151,Washington County,Mississippi,0.3
28153,Wayne County,Mississippi,1.6
28155,Webster County,Mississippi,0.6
28157,Wilkinson County,Mississippi,0.0
28159,Winston County,Mississippi,0.3
28161,Yalobusha County,Mississippi,1.0
28163,Yazoo County,Mississippi,0.6
29001,Adair County,Missouri,3.3
29003,Andrew County,Missouri,0.0
29005,Atchison County,Missouri,0.3
29007,Audrain County,Missouri,0.6
29009,Barry County,Missouri,1.1
29011,Barton County,Missouri,0.0
29013,Bates County,Missouri,0.7
29015,Benton County,Missouri,0.4
29017,Bollinger County,Missouri,0.0
29019,Boone County,Missouri,1.7
29021,Buchanan County,Missouri,1.9
29023,Butler County,Missouri,0.2
29025,Caldwell County,Missouri,1.0
29027,Callaway County,Missouri,0.2
29029,Camden County,Missouri,0.3
29031,Cape Girardeau County,Missouri,0.9
29033,Carroll County,Missouri,0.3
29035,Carter County,Missouri,0.4
29037,Cass County,Missouri,0.4
29039,Cedar County,Missouri,0.0
29041,Chariton County,Missouri,0.2
29043,Christian County,Missouri,1.2
29045,Clark County,Missouri,0.0
29047,Clay County,Missouri,1.1
